cond_1	cond_2	time	mean_crossval_score	metric
1_item/short	1_item/long	-4.6	0.5651041666666667	roc_auc
1_item/short	1_item/long	-4.59	0.5460069444444444	roc_auc
1_item/short	1_item/long	-4.58	0.6024305555555556	roc_auc
1_item/short	1_item/long	-4.57	0.6024305555555556	roc_auc
1_item/short	1_item/long	-4.56	0.6736111111111112	roc_auc
1_item/short	1_item/long	-4.55	0.6631944444444444	roc_auc
1_item/short	1_item/long	-4.54	0.6727430555555556	roc_auc
1_item/short	1_item/long	-4.53	0.7144097222222223	roc_auc
1_item/short	1_item/long	-4.52	0.5815972222222222	roc_auc
1_item/short	1_item/long	-4.51	0.7144097222222222	roc_auc
1_item/short	1_item/long	-4.5	0.6336805555555556	roc_auc
1_item/short	1_item/long	-4.49	0.6475694444444444	roc_auc
1_item/short	1_item/long	-4.48	0.560763888888889	roc_auc
1_item/short	1_item/long	-4.47	0.5694444444444444	roc_auc
1_item/short	1_item/long	-4.46	0.6319444444444444	roc_auc
1_item/short	1_item/long	-4.45	0.5434027777777778	roc_auc
1_item/short	1_item/long	-4.44	0.6258680555555556	roc_auc
1_item/short	1_item/long	-4.43	0.6675347222222222	roc_auc
1_item/short	1_item/long	-4.42	0.5868055555555556	roc_auc
1_item/short	1_item/long	-4.41	0.6493055555555556	roc_auc
1_item/short	1_item/long	-4.4	0.6901041666666666	roc_auc
1_item/short	1_item/long	-4.39	0.7126736111111112	roc_auc
1_item/short	1_item/long	-4.38	0.6736111111111112	roc_auc
1_item/short	1_item/long	-4.37	0.6684027777777778	roc_auc
1_item/short	1_item/long	-4.36	0.6597222222222222	roc_auc
1_item/short	1_item/long	-4.35	0.6024305555555556	roc_auc
1_item/short	1_item/long	-4.34	0.6223958333333334	roc_auc
1_item/short	1_item/long	-4.33	0.7291666666666666	roc_auc
1_item/short	1_item/long	-4.32	0.5946180555555556	roc_auc
1_item/short	1_item/long	-4.31	0.6284722222222221	roc_auc
1_item/short	1_item/long	-4.3	0.5737847222222223	roc_auc
1_item/short	1_item/long	-4.29	0.6059027777777778	roc_auc
1_item/short	1_item/long	-4.28	0.6276041666666667	roc_auc
1_item/short	1_item/long	-4.27	0.7326388888888888	roc_auc
1_item/short	1_item/long	-4.26	0.6536458333333333	roc_auc
1_item/short	1_item/long	-4.25	0.7421875	roc_auc
1_item/short	1_item/long	-4.24	0.7404513888888888	roc_auc
1_item/short	1_item/long	-4.23	0.7239583333333333	roc_auc
1_item/short	1_item/long	-4.22	0.6675347222222223	roc_auc
1_item/short	1_item/long	-4.21	0.7100694444444444	roc_auc
1_item/short	1_item/long	-4.2	0.7543402777777778	roc_auc
1_item/short	1_item/long	-4.19	0.6770833333333334	roc_auc
1_item/short	1_item/long	-4.18	0.8203125	roc_auc
1_item/short	1_item/long	-4.17	0.6145833333333333	roc_auc
1_item/short	1_item/long	-4.16	0.8185763888888888	roc_auc
1_item/short	1_item/long	-4.15	0.6241319444444444	roc_auc
1_item/short	1_item/long	-4.14	0.7925347222222223	roc_auc
1_item/short	1_item/long	-4.13	0.7907986111111112	roc_auc
1_item/short	1_item/long	-4.12	0.7213541666666667	roc_auc
1_item/short	1_item/long	-4.11	0.6788194444444444	roc_auc
