cond_1	cond_2	time	mean_crossval_score	metric
3_item/short	3_item/long	-4.6	0.7110666666666667	roc_auc
3_item/short	3_item/long	-4.59	0.5968	roc_auc
3_item/short	3_item/long	-4.58	0.6326666666666667	roc_auc
3_item/short	3_item/long	-4.57	0.7499	roc_auc
3_item/short	3_item/long	-4.56	0.6813333333333333	roc_auc
3_item/short	3_item/long	-4.55	0.6436999999999999	roc_auc
3_item/short	3_item/long	-4.54	0.6917333333333333	roc_auc
3_item/short	3_item/long	-4.53	0.6535	roc_auc
3_item/short	3_item/long	-4.52	0.546	roc_auc
3_item/short	3_item/long	-4.51	0.6207333333333334	roc_auc
3_item/short	3_item/long	-4.5	0.6101666666666667	roc_auc
3_item/short	3_item/long	-4.49	0.7362	roc_auc
3_item/short	3_item/long	-4.48	0.7338666666666667	roc_auc
3_item/short	3_item/long	-4.47	0.5342	roc_auc
3_item/short	3_item/long	-4.46	0.6936	roc_auc
3_item/short	3_item/long	-4.45	0.6961333333333333	roc_auc
3_item/short	3_item/long	-4.44	0.47123333333333334	roc_auc
3_item/short	3_item/long	-4.43	0.6565000000000001	roc_auc
3_item/short	3_item/long	-4.42	0.6566	roc_auc
3_item/short	3_item/long	-4.41	0.5954666666666667	roc_auc
3_item/short	3_item/long	-4.4	0.6107666666666667	roc_auc
3_item/short	3_item/long	-4.39	0.6726666666666666	roc_auc
3_item/short	3_item/long	-4.38	0.6679333333333334	roc_auc
3_item/short	3_item/long	-4.37	0.7766666666666667	roc_auc
3_item/short	3_item/long	-4.36	0.7185999999999999	roc_auc
3_item/short	3_item/long	-4.35	0.7186333333333333	roc_auc
3_item/short	3_item/long	-4.34	0.6641666666666666	roc_auc
3_item/short	3_item/long	-4.33	0.6962333333333333	roc_auc
3_item/short	3_item/long	-4.32	0.5966	roc_auc
3_item/short	3_item/long	-4.31	0.5917333333333333	roc_auc
3_item/short	3_item/long	-4.3	0.6759666666666667	roc_auc
3_item/short	3_item/long	-4.29	0.6070333333333333	roc_auc
3_item/short	3_item/long	-4.28	0.7369333333333332	roc_auc
3_item/short	3_item/long	-4.27	0.5886	roc_auc
3_item/short	3_item/long	-4.26	0.7010666666666667	roc_auc
3_item/short	3_item/long	-4.25	0.5474666666666667	roc_auc
3_item/short	3_item/long	-4.24	0.5453	roc_auc
3_item/short	3_item/long	-4.23	0.6428333333333334	roc_auc
3_item/short	3_item/long	-4.22	0.5471999999999999	roc_auc
3_item/short	3_item/long	-4.21	0.6221666666666665	roc_auc
3_item/short	3_item/long	-4.2	0.6061333333333333	roc_auc
3_item/short	3_item/long	-4.19	0.5725666666666667	roc_auc
3_item/short	3_item/long	-4.18	0.5077333333333333	roc_auc
3_item/short	3_item/long	-4.17	0.6232333333333333	roc_auc
3_item/short	3_item/long	-4.16	0.5561666666666667	roc_auc
3_item/short	3_item/long	-4.15	0.6577333333333334	roc_auc
3_item/short	3_item/long	-4.14	0.41823333333333335	roc_auc
3_item/short	3_item/long	-4.13	0.5740333333333333	roc_auc
3_item/short	3_item/long	-4.12	0.5542666666666667	roc_auc
3_item/short	3_item/long	-4.11	0.5254666666666666	roc_auc
3_item/short	3_item/long	-4.1	0.7107333333333333	roc_auc
3_item/short	3_item/long	-4.09	0.6766000000000001	roc_auc
3_item/short	3_item/long	-4.08	0.6882000000000001	roc_auc
3_item/short	3_item/long	-4.07	0.6007333333333333	roc_auc
3_item/short	3_item/long	-4.06	0.6348333333333334	roc_auc
3_item/short	3_item/long	-4.05	0.7582	roc_auc
3_item/short	3_item/long	-4.04	0.7412	roc_auc
3_item/short	3_item/long	-4.03	0.7527333333333333	roc_auc
3_item/short	3_item/long	-4.02	0.8204333333333333	roc_auc
3_item/short	3_item/long	-4.01	0.8166333333333333	roc_auc
3_item/short	3_item/long	-4.0	0.7164666666666667	roc_auc
3_item/short	3_item/long	-3.99	0.7148	roc_auc
3_item/short	3_item/long	-3.98	0.6205666666666667	roc_auc
3_item/short	3_item/long	-3.97	0.7261333333333333	roc_auc
3_item/short	3_item/long	-3.96	0.5187333333333333	roc_auc
3_item/short	3_item/long	-3.95	0.7277	roc_auc
3_item/short	3_item/long	-3.94	0.8775333333333333	roc_auc
3_item/short	3_item/long	-3.93	0.8224333333333333	roc_auc
3_item/short	3_item/long	-3.92	0.6906333333333333	roc_auc
3_item/short	3_item/long	-3.91	0.7259333333333333	roc_auc
3_item/short	3_item/long	-3.9	0.7820999999999999	roc_auc
3_item/short	3_item/long	-3.89	0.7424666666666666	roc_auc
3_item/short	3_item/long	-3.88	0.5992	roc_auc
3_item/short	3_item/long	-3.87	0.7214666666666667	roc_auc
3_item/short	3_item/long	-3.86	0.6816666666666666	roc_auc
3_item/short	3_item/long	-3.85	0.6576333333333333	roc_auc
3_item/short	3_item/long	-3.84	0.6261666666666666	roc_auc
3_item/short	3_item/long	-3.83	0.5899666666666666	roc_auc
3_item/short	3_item/long	-3.82	0.6329	roc_auc
3_item/short	3_item/long	-3.81	0.6332	roc_auc
3_item/short	3_item/long	-3.8	0.7359666666666667	roc_auc
3_item/short	3_item/long	-3.79	0.6531666666666667	roc_auc
3_item/short	3_item/long	-3.78	0.5909	roc_auc
3_item/short	3_item/long	-3.77	0.6048666666666667	roc_auc
3_item/short	3_item/long	-3.76	0.6437999999999999	roc_auc
3_item/short	3_item/long	-3.75	0.5866666666666666	roc_auc
3_item/short	3_item/long	-3.74	0.5268	roc_auc
3_item/short	3_item/long	-3.73	0.6352333333333333	roc_auc
3_item/short	3_item/long	-3.72	0.6334666666666666	roc_auc
3_item/short	3_item/long	-3.71	0.5970666666666666	roc_auc
3_item/short	3_item/long	-3.7	0.6459333333333332	roc_auc
3_item/short	3_item/long	-3.69	0.5664333333333333	roc_auc
3_item/short	3_item/long	-3.68	0.7141666666666667	roc_auc
3_item/short	3_item/long	-3.67	0.6247666666666667	roc_auc
3_item/short	3_item/long	-3.66	0.4437333333333333	roc_auc
3_item/short	3_item/long	-3.65	0.6035333333333334	roc_auc
3_item/short	3_item/long	-3.64	0.5872333333333334	roc_auc
3_item/short	3_item/long	-3.63	0.6776333333333334	roc_auc
3_item/short	3_item/long	-3.62	0.6823999999999999	roc_auc
3_item/short	3_item/long	-3.61	0.2606	roc_auc
3_item/short	3_item/long	-3.6	0.5181666666666667	roc_auc
3_item/short	3_item/long	-3.59	0.5615666666666668	roc_auc
3_item/short	3_item/long	-3.58	0.512	roc_auc
3_item/short	3_item/long	-3.57	0.5489666666666666	roc_auc
3_item/short	3_item/long	-3.56	0.4237	roc_auc
3_item/short	3_item/long	-3.55	0.5897666666666667	roc_auc
3_item/short	3_item/long	-3.54	0.6578666666666666	roc_auc
3_item/short	3_item/long	-3.53	0.5965	roc_auc
3_item/short	3_item/long	-3.52	0.6359	roc_auc
3_item/short	3_item/long	-3.51	0.5137333333333333	roc_auc
